,Coniosporium_tulheliwenetii,Neophaeococcomyces_mojaviensis,Taxawa_tesnikishii,descriptions
IPR006406,1,1,1,Nicotinate phosphoribosyltransferase
IPR007229,1,1,1,Nicotinate phosphoribosyltransferase family
IPR040727,1,1,1,"Nicotinate phosphoribosyltransferase, N-terminal domain"
IPR041525,1,1,1,Nicotinate/nicotinamide phosphoribosyltransferase
IPR000791,2,5,7,Acetate transporter GPR1/FUN34/SatP family
IPR006011,3,1,3,"Syntaxin, N-terminal domain"
IPR041664,6,3,2,"Orc1-like, AAA ATPase domain"
IPR007232,5,1,1,DNA repair protein Rad52/59/22
IPR041247,5,1,1,Rad52 family
IPR042525,5,1,1,DNA repair protein Rad52/59/22 superfamily
IPR006656,2,4,2,Molybdopterin oxidoreductase
IPR006657,1,2,1,Molybdopterin dinucleotide-binding domain
IPR045078,1,1,1,Sulfurtransferase TST/MPST-like
IPR024991,1,1,0,"Anaphase-promoting complex subunit 11, RING-H2 finger"
IPR002301,2,2,2,Isoleucine-tRNA ligase
IPR033708,1,1,1,"Isoleucyl tRNA synthetase type 1, anticodon-binding domain"
IPR005373,1,1,1,Phagosome assembly factor 1
IPR039156,1,1,1,PHAF1/Protein broad-minded
IPR025901,1,0,1,Kinesin-associated microtubule-binding domain
IPR019564,1,1,1,"Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain"
IPR033468,2,2,2,"Metaxin, glutathione S-transferase domain"
IPR026894,1,1,1,"DNAJ-containing protein, X-domain"
IPR032093,2,2,1,"Phospholipase D, N-terminal"
IPR001040,3,2,3,Translation Initiation factor eIF- 4e
IPR019770,2,1,2,"Eukaryotic translation initiation factor 4E (eIF-4E), conserved site"
IPR023398,3,3,4,Translation Initiation factor eIF- 4e-like
IPR007704,1,1,1,GPI mannosyltransferase 1
IPR002848,2,1,2,Translin family
IPR016068,2,1,2,"Translin, N-terminal"
IPR016069,2,1,2,"Translin, C-terminal"
IPR036081,2,1,2,Translin superfamily
IPR002060,3,3,3,Squalene/phytoene synthase
IPR006449,1,1,1,Squalene synthase-like
IPR019845,2,2,2,"Squalene/phytoene synthase, conserved site"
IPR033904,2,2,2,"Trans-isoprenyl diphosphate synthases, head-to-head"
IPR044844,1,1,1,"Trans-isoprenyl diphosphate synthases, eukaryotic-type"
IPR013830,1,4,6,SGNH hydrolase-type esterase domain
IPR037459,1,0,0,Rhamnogalacturonan acetylesterase RhgT-like
IPR004308,2,2,1,Glutamate-cysteine ligase catalytic subunit
IPR002075,1,2,2,Nuclear transport factor 2 domain
IPR039539,1,1,1,Ras GTPase-activating protein-binding protein
IPR012860,1,1,1,"Arf3-interacting protein 1, N-terminal domain"
IPR037516,3,5,4,Tripartite DENN domain
IPR010573,6,13,4,Major facilitator transporter Str1/Tri12-like
IPR001661,2,2,1,"Glycoside hydrolase, family 37"
IPR018232,2,1,1,"Glycoside hydrolase, family 37, conserved site"
IPR028468,1,1,1,"Smc1, ATP-binding cassette domain"
IPR021261,1,1,1,Glycerophosphocholine acyltransferase 1
IPR040746,1,1,1,"THO1_MOS11, C-terminal domain"
IPR027512,1,1,1,Eukaryotic translation initiation factor 3 subunit A
IPR009914,1,0,1,Dolichol phosphate-mannose biosynthesis regulatory
IPR045151,1,1,1,DDB1- and CUL4-associated factor 8-like
IPR017981,2,3,0,"GPCR, family 2-like"
IPR022343,1,2,0,GCR1-cAMP receptor
IPR002073,1,1,1,"3'5'-cyclic nucleotide phosphodiesterase, catalytic domain"
IPR036971,1,1,1,"3'5'-cyclic nucleotide phosphodiesterase, catalytic domain superfamily"
IPR006110,1,1,1,"RNA polymerase, subunit omega/Rpo6/RPB6"
IPR006111,1,1,1,Archaeal Rpo6/eukaryotic RPB6 RNA polymerase subunit
IPR020708,1,1,1,"DNA-directed RNA polymerase, 14-18kDa subunit, conserved site"
IPR036161,1,1,1,RPB6/omega subunit-like superfamily
IPR000801,2,3,1,Esterase-like
IPR014186,1,1,1,S-formylglutathione hydrolase
IPR001404,1,1,1,Heat shock protein Hsp90 family
IPR019805,1,1,1,"Heat shock protein Hsp90, conserved site"
IPR020575,1,1,1,"Heat shock protein Hsp90, N-terminal"
IPR037196,1,1,1,"HSP90, C-terminal domain"
IPR000905,2,2,2,Gcp-like domain
IPR017860,1,2,1,"Peptidase M22, conserved site"
IPR022450,1,1,1,"tRNA N6-adenosine threonylcarbamoyltransferase, TsaD"
IPR035213,1,1,1,Protein of unknown function DUF5321
IPR045142,1,1,1,BCAS3-like
IPR001952,2,3,2,Alkaline phosphatase
IPR001948,2,2,2,Peptidase M18
IPR023358,2,2,2,"Peptidase M18, domain 2"
IPR035803,1,1,1,"Sorting nexin Vps5, BAR domain"
IPR037868,1,1,0,"Vacuolar protein sorting-associated protein 5, PX domain"
IPR006349,1,1,1,"2-phosphoglycolate phosphatase, eukaryotic"
IPR006357,3,3,4,"HAD-superfamily hydrolase, subfamily IIA"
IPR007238,1,1,1,"DNA primase large subunit, eukaryotic/archaeal"
IPR016558,1,1,1,"DNA primase, large subunit, eukaryotic"
IPR003615,9,2,0,HNH nuclease
IPR018853,1,1,1,Protein of unknown function DUF2457
IPR027127,1,1,1,Actin-related protein 10
IPR038846,1,1,1,DNA-directed RNA polymerase III subunit RPC9
IPR044053,1,5,5,Hydroxylase/desaturase AsaB-like
IPR005707,1,1,1,"Ribosomal protein S2, eukaryotic/archaeal"
IPR027498,1,1,1,"Ribosomal protein S2, eukaryotic"
IPR032281,1,1,1,"40S ribosomal protein SA, C-terminal domain"
IPR005290,1,2,1,"Ribosomal protein S15, bacterial-type"
IPR007255,1,1,1,Conserved oligomeric Golgi complex subunit 8
IPR019194,1,1,1,"Transcription elongation factor  Eaf, N-terminal"
IPR000623,1,1,1,Shikimate kinase/Threonine synthase-like 1
IPR001986,1,2,1,Enolpyruvate transferase domain
IPR006264,1,2,1,3-phosphoshikimate 1-carboxyvinyltransferase
IPR008289,1,1,1,Pentafunctional AroM protein
IPR010110,1,2,1,"Shikimate dehydrogenase, AroM-type"
IPR013896,1,1,1,"Carbon catabolite-derepressing protein kinase, ubiquitin-associated domain"
IPR016037,1,1,1,3-dehydroquinate synthase AroB
IPR018508,1,0,1,"3-dehydroquinate dehydratase, active site"
IPR023000,1,1,1,"Shikimate kinase, conserved site"
IPR023193,1,2,1,"3-phosphoshikimate 1-carboxyvinyltransferase, conserved site"
IPR032270,1,0,1,"AMPK, C-terminal adenylate sensor domain"
IPR036968,1,2,1,Enolpyruvate transferase domain superfamily
IPR004834,3,3,3,Fungal chitin synthase
IPR013616,3,3,3,Chitin synthase N-terminal
IPR017867,1,0,0,"Protein-tyrosine phosphatase, low molecular weight"
IPR023485,1,0,1,Phosphotyrosine protein phosphatase I
IPR036196,1,0,1,Phosphotyrosine protein phosphatase I superfamily
IPR005687,1,1,1,"Mitochondrial outer membrane translocase complex, subunit Tom70"
IPR018571,1,1,0,"Membrane anchor Opy2, N-terminal"
IPR000895,1,0,0,Transthyretin/hydroxyisourate hydrolase
IPR023416,1,1,1,Transthyretin/hydroxyisourate hydrolase domain
IPR023418,1,0,1,"Transthyretin, thyroxine binding site"
IPR036817,1,1,1,Transthyretin/hydroxyisourate hydrolase domain superfamily
IPR021756,1,1,1,"Transcription factor Aft1, HRR domain"
IPR002112,2,1,1,Transcription factor Jun
IPR034164,4,7,2,Pepsin-like domain
IPR037791,1,1,1,"Ingression protein 1, C2 domain"
IPR014816,1,1,2,tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
IPR000675,2,1,6,Cutinase/acetylxylan esterase
IPR011150,1,0,2,"Cutinase, monofunctional"
IPR043579,1,0,1,"Cutinase, aspartate and histidine active sites"
IPR043580,1,0,3,"Cutinase, serine active site"
IPR007207,1,1,1,"CCR4-Not complex component, Not N-terminal domain"
IPR007282,2,2,2,"NOT2/NOT3/NOT5, C-terminal"
IPR012270,1,1,1,"CCR4-NOT complex, subunit 3/ 5"
IPR038635,2,2,2,"CCR4-NOT complex subunit 2/3/5, C-terminal domain superfamily"
IPR040168,2,2,2,Not2/Not3/Not5
IPR003732,1,1,1,D-aminoacyl-tRNA deacylase DTD
IPR023509,1,1,1,D-aminoacyl-tRNA deacylase-like superfamily
IPR035697,1,1,1,"DNA-directed RNA polymerase III subunit RPC1, N-terminal"
IPR035698,1,0,1,"DNA-directed RNA polymerase III subunit RPC1, C-terminal"
IPR027097,1,1,1,Mitotic spindle checkpoint protein Mad2
IPR006297,1,1,1,Elongation factor 4
IPR013842,1,1,1,"GTP-binding protein LepA, C-terminal"
IPR035654,1,1,1,"Elongation factor 4, domain IV"
IPR038363,1,1,1,"LepA, C-terminal domain superfamily"
IPR001736,5,6,7,Phospholipase D/Transphosphatidylase
IPR015679,3,4,3,Phospholipase D family
IPR016555,2,2,3,"Phospholipase D, eukaryotic type"
IPR025202,2,6,4,Phospholipase D-like domain
IPR008409,1,1,0,Pre-mRNA-splicing factor SPF27
IPR006823,1,1,1,Neutral/alkaline nonlysosomal ceramidase
IPR031329,1,1,1,"Neutral/alkaline non-lysosomal ceramidase, N-terminal"
IPR031331,1,1,0,"Neutral/alkaline non-lysosomal ceramidase, C-terminal"
IPR038445,1,1,0,"Neutral ceramidase, C-terminal domain superfamily"
IPR019542,2,2,2,"Enhancer of polycomb-like, N-terminal"
IPR034732,2,3,3,Extended PHD (ePHD) domain
IPR005282,1,0,1,Lysosomal cystine transporter
IPR040017,1,1,1,Exportin-T
IPR045546,1,1,1,"Exportin-T, C-terminal domain"
IPR045257,2,2,2,Dihydrolipoamide acetyltransferase/Pyruvate dehydrogenase protein X component
IPR045199,1,0,1,ATPase family AAA domain-containing protein ATAD2-like
IPR019585,2,2,2,26S proteasome regulatory subunit Rpn7/COP9 signalosome complex subunit 1
IPR033008,1,1,1,COP9 signalosome complex subunit 1
IPR045135,2,2,2,"26S proteasome regulatory subunit Rpn7, N-terminal"
IPR005900,1,1,1,"6-phosphogluconolactonase, DevB-type"
IPR039104,1,1,1,6-Phosphogluconolactonase
IPR000969,1,1,1,FACT complex subunit SSRP1/POB3
IPR013719,3,3,3,"Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain"
IPR024954,1,1,1,"SSRP1, dimerization domain"
IPR035417,1,1,1,"FACT complex subunit SSRP1/POB3, N-terminal PH domain"
IPR038167,1,1,1,SSRP1 domain superfamily
IPR009163,1,1,1,Ap4A phosphorylase 1/2
IPR019200,1,1,1,"ATP adenylyltransferase, C-terminal"
IPR043171,1,1,1,Ap4A phosphorylase 1/2-like
IPR045759,1,1,1,"Ap4A phosphorylase 1/2, N-terminal domain"
IPR005314,1,1,1,"Peptidase C50, separase"
IPR030397,1,1,1,SEPARIN core domain
IPR007128,1,2,2,Nuclear MIS12/MIND complex subunit PMF1/Nnf1
IPR007701,1,0,1,"Interferon-related developmental regulator, N-terminal"
IPR039777,1,0,1,Interferon-related developmental regulator
IPR039360,1,1,1,Ras GTPase-activating protein
IPR006046,1,0,0,Alpha amylase
IPR013777,2,0,1,Alpha-amylase-like
IPR015340,2,0,1,"Alpha-amylase, domain C"
IPR000980,1,1,0,SH2 domain
IPR017072,1,1,1,Transcription elongation factor Spt6
IPR023319,1,2,1,"Tex-like protein, HTH domain superfamily"
IPR023323,1,2,1,Tex-like domain superfamily
IPR028083,1,1,1,"Spt6 acidic, N-terminal domain"
IPR028088,1,1,1,Helix-turn-helix DNA-binding domain of Spt6
IPR028231,1,1,1,"Transcription elongation factor Spt6, YqgF domain"
IPR032706,1,1,1,"Transcription elongation factor Spt6, helix-hairpin-helix motif"
IPR035018,1,1,1,"Spt6, SH2 domain, C terminus"
IPR035019,1,1,1,"Spt6, SH2 domain, N terminus"
IPR035420,1,1,1,"Spt6, SH2 domain"
IPR036860,1,1,1,SH2 domain superfamily
IPR037027,1,2,1,YqgF/RNase H-like domain superfamily
IPR042066,1,1,1,"Spt6, Death-like domain"
IPR012394,1,1,1,Aldehyde dehydrogenase NAD(P)-dependent
IPR021851,2,2,2,Protein of unknown function DUF3455
IPR034642,1,1,1,Proteasome subunit alpha6
IPR019327,1,1,1,WKF domain
IPR006797,2,2,2,PRELI/MSF1 domain
IPR037365,2,2,2,Slowmo/Ups family
IPR002306,2,2,2,Tryptophan-tRNA ligase
IPR030456,4,2,4,Fork head domain conserved site 2
IPR045178,1,1,0,Transcription regulator Fhl1/FHA1
IPR024222,1,1,0,"CST complex subunit Ten1, fungal"
IPR025870,1,1,1,Glyoxalase-like domain
IPR029482,2,1,1,"Putative peptidase domain, HRXXH"
IPR039124,2,1,1,Fungal antigen PRA1-like
IPR003117,1,0,1,"cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain"
IPR012198,1,0,1,cAMP-dependent protein kinase regulatory subunit
IPR018488,2,1,2,"Cyclic nucleotide-binding, conserved site"
IPR032640,2,1,3,"AMP-activated protein kinase, glycogen-binding domain"
IPR008854,1,1,1,TPMT family
IPR017439,1,2,2,Amidohydrolase
IPR044773,1,1,1,"DDX18/Has1, DEAD-box helicase domain"
IPR006254,2,2,2,Isocitrate lyase
IPR018523,2,6,3,"Isocitrate lyase/phosphorylmutase, conserved site"
IPR011120,1,1,1,Neutral trehalase Ca2+ binding
IPR001387,2,3,0,Cro/C1-type helix-turn-helix domain
IPR010982,2,5,2,"Lambda repressor-like, DNA-binding domain superfamily"
IPR013729,1,1,1,"Multiprotein bridging factor 1, N-terminal"
IPR012719,1,1,1,"T-complex protein 1, gamma subunit"
IPR009548,1,1,1,PRKR-interacting protein 1
IPR001519,2,0,0,Ferritin
IPR008331,2,0,0,Ferritin/DPS protein domain
IPR009040,2,0,0,Ferritin-like diiron domain
IPR012347,2,2,0,Ferritin-like
IPR000559,1,1,1,"Formate-tetrahydrofolate ligase, FTHFS"
IPR020628,1,1,1,"Formate-tetrahydrofolate ligase, FTHFS, conserved site"
IPR020867,1,1,1,"Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site"
IPR027525,1,1,1,Eukaryotic translation initiation factor 3 subunit I
IPR004790,1,1,1,Isocitrate dehydrogenase NADP-dependent
IPR016119,1,0,0,Bromoperoxidase/chloroperoxidase C-terminal
IPR041067,1,0,0,"Vanadium chloroperoxidase, N-terminal"
IPR046372,1,0,0,"Poly (ADP-ribose) glycohydrolase (PARG), catalytic domain"
IPR002196,2,3,0,"Glycoside hydrolase, family 24"
IPR023346,5,9,3,Lysozyme-like domain superfamily
IPR023347,2,3,0,Lysozyme domain superfamily
IPR033907,2,1,0,Endolysin/autolysin
IPR002843,1,1,1,"ATPase, V0 complex,  c/d subunit"
IPR016727,1,1,1,"ATPase, V0 complex, subunit d"
IPR036079,1,1,1,V-type ATP synthase subunit c/d subunit superfamily
IPR039732,1,1,1,Ubiquitin-like modifier Hub1/Ubl5
IPR001406,2,2,2,"Pseudouridine synthase I, TruA"
IPR020094,2,2,2,"Pseudouridine synthase TruA/RsuA/RluB/E/F, N-terminal"
IPR020095,2,2,2,"Pseudouridine synthase I, TruA, C-terminal"
IPR020097,2,2,2,"Pseudouridine synthase I, TruA, alpha/beta domain"
IPR020103,6,7,6,"Pseudouridine synthase, catalytic domain superfamily"
IPR013694,2,1,0,VIT domain
IPR000362,4,8,4,Fumarate lyase family
IPR008948,4,9,5,L-Aspartase-like
IPR019468,2,3,2,Adenylosuccinate lyase C-terminal
IPR022761,4,8,5,"Fumarate lyase, N-terminal"
IPR024083,3,7,3,"Fumarase/histidase, N-terminal"
IPR003284,1,2,0,Salmonella virulence plasmid 65kDa B protein
IPR022044,2,2,0,Insecticide toxin TcdB middle/C-terminal
IPR022045,1,2,0,Insecticide toxin TcdB middle/N-terminal
IPR022385,1,2,0,Rhs repeat-associated core
IPR028994,1,3,2,"Integrin alpha, N-terminal"
IPR040840,1,3,0,"Tc toxin complex TcA, C-terminal TcB-binding domain"
IPR041079,1,2,0,Neuraminidase-like domain
IPR001844,1,2,1,Chaperonin Cpn60/GroEL
IPR018370,1,2,1,"Chaperonin Cpn60, conserved site"
IPR017904,1,1,1,ADF/Cofilin
IPR001678,3,4,3,SAM-dependent methyltransferase RsmB/NOP2-type
IPR011023,1,1,1,Nop2p
IPR018314,2,1,2,"Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site"
IPR023267,3,4,3,RNA (C5-cytosine) methyltransferase
IPR023273,1,1,1,"RNA (C5-cytosine) methyltransferase, NOP2"
IPR031341,1,1,1,"Ribosomal RNA small subunit methyltransferase F, N-terminal"
IPR001048,3,2,3,Aspartate/glutamate/uridylate kinase
IPR001341,1,1,1,Aspartate kinase
IPR002912,4,4,3,ACT domain
IPR005260,1,0,1,"Aspartate kinase, monofunctional class"
IPR036393,4,2,4,Acetylglutamate kinase-like superfamily
IPR026532,1,1,1,Ribosome biogenesis protein BRX1
IPR020838,1,0,1,DBINO domain
IPR031047,2,0,1,DNA helicase Ino80
IPR007727,1,1,1,Spo12
IPR002639,2,1,0,Urease accessory protein UreF
IPR038277,2,1,0,UreF domain superfamily
IPR016270,1,1,1,CDP-alcohol phosphatidyltransferase class-II family
IPR007763,2,2,1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
IPR013219,1,1,1,"Ribosomal protein S27/S33, mitochondrial"
IPR011907,2,2,2,Ribonuclease III
IPR007518,1,1,1,MINDY deubiquitinase
IPR033979,1,1,1,MINDY deubiquitinase domain
IPR017423,1,0,1,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
IPR007204,1,0,1,Actin-related protein 2/3 complex subunit 3
IPR036753,1,0,1,Actin-related protein 2/3 complex subunit 3 superfamily
IPR037429,1,1,1,"Rvs161/Hob3, BAR domain"
IPR005198,4,7,6,"Glycoside hydrolase, family 76"
IPR014480,3,5,3,"Mannan endo-1,6-alpha-mannosidase"
IPR013233,1,1,1,"Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1"
IPR042322,1,1,1,Protein Pbn1
IPR009567,1,1,1,Store-operated calcium entry-associated regulatory factor
IPR000870,1,1,1,Homoserine kinase
IPR004733,1,1,1,Phosphoribosylformylglycinamidine cyclo-ligase
IPR010918,2,2,2,"PurM-like, C-terminal domain"
IPR016188,1,1,1,"PurM-like, N-terminal domain"
IPR036676,2,2,2,"PurM-like, C-terminal domain superfamily"
IPR036921,2,2,2,"PurM-like, N-terminal domain superfamily"
IPR013717,1,1,1,PIG-P
IPR007599,2,2,2,Derlin
IPR002083,2,2,2,MATH/TRAF domain
IPR003409,1,3,1,MORN motif
IPR008974,2,2,2,TRAF-like
IPR002773,1,0,1,Deoxyhypusine synthase
IPR036982,1,0,1,Deoxyhypusine synthase superfamily
IPR009542,1,0,1,Signal peptidase complex subunit 1
IPR037713,1,0,1,Signal peptidase complex subunit Spc1
IPR034073,1,1,0,"Subtilisin DY-like, domain"
IPR001086,1,1,1,Prephenate dehydratase
IPR008242,1,0,1,"Bifunctional P-protein, chorismate mutase/prephenate dehydratase"
IPR004403,1,1,1,Peptide chain release factor eRF1/aRF1
IPR005140,2,1,2,eRF1 domain 1/Pelota-like
IPR005141,2,1,2,eRF1 domain 2
IPR005142,2,1,2,eRF1 domain 3
IPR024049,1,1,1,"eRF1, domain 1"
IPR042226,2,1,2,"eRF1, domain 2 superfamily"
IPR021867,1,1,1,S-adenosylmethionine-dependent methyltransferase Bmt2-like
IPR005633,1,1,0,"Ribosomal protein L23/L25, N-terminal"
IPR044524,1,1,1,"Histidine biosynthesis, HisA-like"
IPR027973,1,1,1,Protein of unknown function DUF4602
IPR000465,1,1,1,XPA
IPR009061,2,6,2,Putative DNA-binding domain superfamily
IPR022656,1,1,1,"XPA, C-terminal"
IPR037129,1,1,1,XPA domain superfamily
IPR012098,1,1,1,SRP-independent targeting protein 3
IPR004709,1,1,1,Na+/H+ exchanger
IPR018422,1,1,1,"Cation/H+ exchanger, CPA1 family"
IPR006544,2,2,2,"P-type ATPase, subfamily  V"
IPR001282,1,1,1,Glucose-6-phosphate dehydrogenase
IPR019796,1,1,1,"Glucose-6-phosphate dehydrogenase, active site"
IPR022674,1,1,1,"Glucose-6-phosphate dehydrogenase, NAD-binding"
IPR022675,1,1,1,"Glucose-6-phosphate dehydrogenase, C-terminal"
IPR022771,2,0,1,"Wings apart-like protein, C-terminal"
IPR039874,1,0,1,Wings apart-like protein
IPR007808,1,0,2,Transcription elongation factor 1
IPR038567,1,0,2,Transcription elongation factor 1 superfamily
IPR000926,2,1,2,"GTP cyclohydrolase II, RibA"
IPR022163,1,0,1,GTP cyclohydrolase N-terminal
IPR032677,2,1,2,GTP cyclohydrolase II
IPR036144,2,1,2,GTP cyclohydrolase II superfamily
IPR001593,1,1,1,Ribosomal protein S3Ae
IPR018281,1,1,1,"Ribosomal protein S3Ae, conserved site"
IPR027500,1,1,1,"40S ribosomal protein S1/3, eukaryotes"
IPR002637,1,1,1,Ham1-like protein
IPR027502,1,1,1,Inosine triphosphate pyrophosphatase
IPR020618,1,1,1,Adenylate kinase isoenzyme 6
IPR002317,2,3,2,"Serine-tRNA ligase, type1"
IPR010978,2,3,2,"Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm"
IPR015866,2,2,2,"Serine-tRNA synthetase, type1, N-terminal"
IPR033729,1,2,0,Serine-tRNA ligase catalytic core domain
IPR042103,2,3,2,"Serine-tRNA synthetase, type1, N-terminal domain superfamily"
IPR002164,2,2,2,Nucleosome assembly protein (NAP)
IPR037231,2,2,2,NAP-like superfamily
IPR012462,1,1,1,"Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2"
IPR036103,1,1,1,"Class V myosin, motor domain"
IPR007065,1,1,1,HPP
IPR013943,1,1,1,Mitochondrial protein Pet127
IPR038882,1,1,1,Respiratory complex factor Rcf3
IPR002501,2,3,2,"Pseudouridine synthase II, N-terminal"
IPR004802,1,1,1,tRNA pseudouridine synthase B family
IPR012960,1,1,1,Dyskerin-like
IPR032819,1,2,1,"tRNA pseudouridylate synthase B, C-terminal"
IPR036974,3,1,2,PUA domain superfamily
IPR034069,1,0,1,"R3H domain, Cip2-type"
IPR034186,1,1,1,"Pin4-like, RNA recognition motif"
IPR003169,2,2,1,GYF domain
IPR035445,2,2,1,GYF-like domain superfamily
IPR039905,1,1,1,CD2 antigen cytoplasmic tail-binding protein 2/Lin1
IPR013258,1,1,1,"Striatin, N-terminal"
IPR007361,1,3,2,Domain of unknown function DUF427
IPR038694,1,3,2,Superfamily of unknown function DUF427
IPR002355,4,11,10,"Multicopper oxidase, copper-binding site"
IPR033138,4,8,9,"Multicopper oxidases, conserved site"
IPR007306,1,0,1,tRNA A64-2'-O-ribosylphosphate transferase
IPR033421,1,0,1,"Rit1, DUSP-like domain"
IPR033449,1,0,1,"Rit1, N-terminal domain"
IPR010334,1,1,1,mRNA-decapping enzyme subunit 1
IPR019363,1,1,1,Lipid droplet-associated hydrolase
IPR010829,2,0,0,Cerato-platanin
IPR036908,4,3,5,RlpA-like domain superfamily
IPR031101,1,1,1,RNA polymerase-associated protein Ctr9
IPR007191,1,0,1,"Exocyst complex component Sec8, N-terminal"
IPR039682,1,0,1,Exocyst complex component Sec8/EXOC4
IPR018122,2,2,2,Fork head domain conserved site1
IPR018535,4,4,4,Domain of unknown function DUF1996
IPR000077,1,0,1,Ribosomal protein L39e
IPR023626,1,0,1,Ribosomal protein L39e domain superfamily
IPR039703,1,0,1,Protein N-terminal amidase
IPR034646,1,1,1,ADCK3-like domain
IPR016255,1,0,1,eIF-2-alpha kinase Gcn2
IPR024435,1,0,1,Histidyl tRNA synthetase-related domain
IPR021589,1,0,1,Spindle pole body-associated protein cut12
IPR019447,1,0,1,"DNA/RNA-binding protein Kin17, WH-like domain"
IPR037321,1,0,1,KIN17-like protein
IPR038254,1,0,1,"DNA/RNA-binding protein KIN17, WH-like domain superfamily"
IPR006828,1,1,1,Association with the SNF1 complex (ASC) domain
IPR030077,1,1,1,SNF1 protein kinase subunit beta-2/beta-3
IPR037256,1,1,1,ASC domain superfamily
IPR017861,1,1,2,Kae1/TsaD family
IPR034680,1,1,1,"tRNA N6-adenosine threonylcarbamoyltransferase Kae1, archaea and eukaryote"
IPR011383,1,0,0,N-lysine methyltransferase SETD6
IPR015353,1,1,1,"Rubisco LSMT, substrate-binding domain"
IPR036464,1,1,1,"Rubisco LSMT, substrate-binding domain superfamily"
IPR044430,1,0,0,"SETD6, SET domain"
IPR005062,2,2,2,"SAC3/GANP/THP3, conserved domain"
