,Coniosporium_tulheliwenetii,Neophaeococcomyces_mojaviensis,Taxawa_tesnikishii,descriptions
PF07978,1,1,1,NIPSNAP
PF03055,1,4,2,Retinal pigment epithelial membrane protein
PF09496,1,1,0,Cenp-O kinetochore centromere component
PF06432,1,1,1,Phosphatidylinositol N-acetylglucosaminyltransferase
PF00187,1,1,0,Chitin recognition protein
PF07250,1,1,2,Glyoxal oxidase N-terminus
PF00584,1,1,0,SecE/Sec61-gamma subunits of protein translocation complex
PF18098,1,1,1,26S proteasome regulatory subunit RPN5 C-terminal domain
PF01608,1,1,1,I/LWEQ domain
PF12328,1,1,0,Rpp20 subunit of nuclear RNase MRP and P
PF07885,2,2,3,Ion channel
PF01222,3,4,2,Ergosterol biosynthesis ERG4/ERG24 family
PF15985,1,1,1,KH domain
PF18311,1,0,1,Exosome complex exonuclease Rrp40 N-terminal domain
PF03881,1,2,1,Fructosamine kinase
PF08560,1,0,0,Protein of unknown function (DUF1757)
PF08287,1,1,1,Spc19
PF09243,1,1,1,Mitochondrial small ribosomal subunit Rsm22
PF14538,1,1,2,Raptor N-terminal CASPase like domain
PF14617,1,1,1,U3-containing 90S pre-ribosomal complex subunit
PF02104,1,1,1,SURF1 family
PF04938,1,1,1,Survival motor neuron (SMN) interacting protein 1 (SIP1)
PF10282,2,3,2,"Lactonase, 7-bladed beta-propeller"
PF12230,1,0,1,Pre-mRNA splicing factor PRP21 like protein
PF05183,2,3,2,RNA dependent RNA polymerase
PF02774,1,1,1,"Semialdehyde dehydrogenase, dimerisation domain"
PF00900,1,1,1,Ribosomal family S4e
PF08071,1,1,1,RS4NT (NUC023) domain
PF16121,1,1,1,40S ribosomal protein S4 C-terminus
PF18388,1,1,0,Atg29 N-terminal domain
PF07470,1,2,2,Glycosyl Hydrolase Family 88
PF14683,1,1,1,"Polysaccharide lyase family 4, domain III"
PF14686,1,1,1,"Polysaccharide lyase family 4, domain II"
PF13802,3,3,5,Galactose mutarotase-like
PF01480,3,2,3,PWI domain
PF17660,1,1,0,Bacterial tandem repeat domain 1
PF10197,1,1,2,N-terminal domain of CBF1 interacting co-repressor CIR
PF12542,1,1,1,Pre-mRNA splicing factor
PF12862,1,1,1,Anaphase-promoting complex subunit 5
PF04769,1,0,1,Mating-type protein MAT alpha 1 HMG-box
PF16881,1,1,1,N-terminal domain of lipoyl synthase of Radical_SAM family
PF02598,1,0,1,Putative RNA methyltransferase
PF02114,2,2,0,Phosducin
PF08752,1,1,1,Coatomer gamma subunit appendage platform subdomain
PF02391,1,1,1,MoaE protein
PF14823,2,2,2,Sirohaem biosynthesis protein C-terminal
PF14824,2,2,2,Sirohaem biosynthesis protein central
PF05141,1,1,1,Pyoverdine/dityrosine biosynthesis protein
PF04869,1,1,1,"Uso1 / p115 like vesicle tethering protein, head region"
PF04871,1,1,1,"Uso1 / p115 like vesicle tethering protein, C terminal region"
PF03159,2,2,2,XRN 5'-3' exonuclease N-terminus
PF18380,1,1,1,Holliday junction resolvase Gen1 C-terminal domain
PF03941,1,1,1,"Inner centromere protein, ARK binding region"
PF02453,1,2,1,Reticulon
PF01018,1,2,1,GTP1/OBG
PF07452,1,0,0,CHRD domain
PF00204,1,1,1,DNA gyrase B
PF00521,1,1,1,"DNA gyrase/topoisomerase IV, subunit A"
PF01751,2,3,2,Toprim domain
PF16898,1,1,1,C-terminal associated domain of TOPRIM
PF08598,1,1,2,Sds3-like
PF00544,1,0,2,Pectate lyase
PF01476,3,7,3,LysM domain
PF12234,1,1,1,RAVE protein 1 C terminal
PF08457,1,0,1,Sfi1 spindle body protein
PF19302,1,1,1,Domain of unknown function (DUF5915)
PF00653,1,1,0,Inhibitor of Apoptosis domain
PF09139,1,1,1,"Phosphatidate cytidylyltransferase, mitochondrial"
PF02872,1,1,1,"5'-nucleotidase, C-terminal domain"
PF03221,2,1,1,Tc5 transposase DNA-binding domain
PF03126,1,1,1,Plus-3 domain
PF00588,1,1,2,SpoU rRNA Methylase family
PF08032,1,1,0,RNA 2'-O ribose methyltransferase substrate binding
PF15446,1,1,1,PHD/FYVE-zinc-finger like domain
PF18585,1,1,1,Chromatin remodeling factor Mit1 C-terminal Zn finger 2
PF15409,2,2,2,Pleckstrin homology domain
PF06244,1,1,1,Coiled-coil domain-containing protein 124 /Oxs1
PF02724,1,1,1,CDC45-like protein
PF01650,1,1,1,Peptidase C13 family
PF04468,1,1,1,PSP1 C-terminal conserved region
PF00827,1,1,1,Ribosomal L15
PF07173,1,0,1,Glycine-rich domain-containing protein-like
PF00884,1,6,3,Sulfatase
PF12411,1,2,1,Choline sulfatase enzyme C terminal
PF09444,1,1,1,MRC1-like domain
PF13091,1,4,3,PLD-like domain
PF14382,2,2,1,Exosome complex exonuclease RRP4 N-terminal region
PF14612,1,1,1,"IEC3 subunit of the Ino80 complex, chromatin re-modelling"
PF04061,1,1,1,ORMDL family
PF03951,1,1,1,"Glutamine synthetase, beta-Grasp domain"
PF02586,1,0,1,SOS response associated peptidase (SRAP)
PF06331,1,1,1,Transcription factor TFIIH complex subunit Tfb5
PF04101,1,0,0,Glycosyltransferase family 28 C-terminal domain
PF10213,1,1,1,Mitochondrial ribosomal subunit protein
PF01873,2,1,2,Domain found in IF2B/IF5
PF03937,1,1,1,Flavinator of succinate dehydrogenase
PF16158,1,0,1,Ig-like domain from next to BRCA1 gene
PF09405,1,1,1,CASC3/Barentsz eIF4AIII binding
PF00237,2,3,2,Ribosomal protein L22p/L17e
PF09384,1,1,1,UTP15 C terminal
PF16679,1,1,1,DNA replication factor Cdt1 C-terminal domain
PF12824,1,2,1,Mitochondrial ribosomal protein subunit L20
PF02374,1,1,1,Anion-transporting ATPase
PF13614,1,3,3,AAA domain
PF09110,1,1,1,HAND
PF09111,1,1,1,SLIDE
PF03462,1,1,1,PCRF domain
PF01450,2,1,1,"Acetohydroxy acid isomeroreductase, catalytic domain"
PF07991,2,1,1,"Acetohydroxy acid isomeroreductase, NADPH-binding domain"
PF02698,1,0,0,DUF218 domain
PF10406,1,1,1,Transcription factor TFIID complex subunit 8 C-term
PF16350,1,2,1,FAD dependent oxidoreductase central domain
PF09759,1,1,1,Spinocerebellar ataxia type 10 protein domain
PF07967,1,0,1,C3HC zinc finger-like
PF08600,1,1,0,Rsm1-like
PF01558,1,1,1,Pyruvate ferredoxin/flavodoxin oxidoreductase
PF01388,1,2,3,ARID/BRIGHT DNA binding domain
PF01641,1,1,1,SelR domain
PF01393,1,0,1,Chromo shadow domain
PF13452,1,0,0,N-terminal half of MaoC dehydratase
PF01595,1,1,1,Cyclin M transmembrane N-terminal domain
PF12804,2,4,2,MobA-like NTP transferase domain
PF02212,2,1,2,Dynamin GTPase effector domain
PF08732,1,0,0,HIM1
PF01670,1,2,2,Glycosyl hydrolase family 12
PF01687,1,2,1,Riboflavin kinase
PF07744,1,1,1,SPOC domain
PF02460,1,1,0,Patched family
PF10360,1,1,1,Protein of unknown function (DUF2433)
PF16414,1,1,1,Niemann-Pick C1 N terminus
PF02548,1,0,1,Ketopantoate hydroxymethyltransferase
PF01293,1,1,0,Phosphoenolpyruvate carboxykinase
PF06422,5,8,7,CDR ABC transporter
PF14510,5,7,5,ABC-transporter N-terminal
PF05195,2,0,3,"Aminopeptidase P, N-terminal domain"
PF07535,1,1,1,DBF zinc finger
PF08630,1,1,1,"Dfp1/Him1, central region"
PF08632,1,1,1,Activator of mitotic machinery Cdc14 phosphatase activation C-term
PF08355,1,0,1,EF hand associated
PF08356,1,0,1,EF hand associated
PF03095,2,1,2,Phosphotyrosyl phosphate activator (PTPA) protein
PF15454,1,1,1,Late endosomal/lysosomal adaptor and MAPK and MTOR activator
PF10403,2,2,2,Rad4 beta-hairpin domain 1
PF10405,2,1,2,Rad4 beta-hairpin domain 3
PF10033,1,1,1,Autophagy-related protein 13
PF19304,1,1,1,D-3-phosphoglycerate dehydrogenase intervening domain
PF03194,1,1,1,LUC7 N_terminus
PF04113,1,1,1,"Gpi16 subunit, GPI transamidase component"
PF18115,2,0,1,DNA repair protein Crb2 Tudor domain
PF08601,1,1,1,Transcription factor PAP1
PF02628,1,1,1,Cytochrome oxidase assembly protein
PF00676,3,5,3,Dehydrogenase E1 component
PF13758,1,1,1,Prefoldin subunit
PF06391,1,0,1,CDK-activating kinase assembly factor MAT1
PF17121,1,1,0,"Zinc finger, C3HC4 type (RING finger)"
PF05346,1,1,1,Eukaryotic membrane protein family
PF06657,1,0,1,Centrosome microtubule-binding domain of Cep57
PF14197,1,0,1,Centrosome localisation domain of PPC89
PF12756,2,2,1,C2H2 type zinc-finger (2 copies)
PF12231,1,1,1,Rap1-interacting factor 1 N terminal
PF10165,1,1,1,Guanine nucleotide exchange factor synembryn
PF01735,2,3,2,Lysophospholipase catalytic domain
PF08914,1,1,1,Rap1 Myb domain
PF11626,1,0,1,TRF2-interacting telomeric protein/Rap1 - C terminal domain
PF11789,1,1,1,Zinc-finger of the MIZ type in Nse subunit
PF05983,1,1,1,MED7 protein
PF05648,2,3,3,Peroxisomal biogenesis factor 11 (PEX11)
PF03291,1,2,0,mRNA capping enzyme
PF20173,1,1,1,Family of unknown function (DUF6539)
PF07366,2,2,1,SnoaL-like polyketide cyclase
PF11597,1,0,0,Mediator complex subunit 13 N-terminal
PF00360,1,1,1,Phytochrome region
PF08446,1,1,1,PAS fold
PF01866,1,2,2,Putative diphthamide synthesis protein
PF08938,1,1,1,HBS1 N-terminus
PF08164,1,1,1,"Apoptosis-antagonizing transcription factor, C-terminal"
PF13339,1,1,1,Apoptosis antagonizing transcription factor
PF10273,1,1,1,Pre-rRNA-processing protein TSR2
PF05508,1,1,1,RanGTP-binding protein
PF03143,3,6,4,Elongation factor Tu C-terminal domain
PF03909,2,2,2,BSD domain
PF04502,2,2,1,Saf4/Yju2 protein
PF14570,1,1,0,RING/Ubox like zinc-binding domain
PF07081,1,1,2,Protein of unknown function (DUF1349)
PF09073,1,1,1,BUD22
PF12265,2,2,2,Histone-binding protein RBBP4 or subunit C of CAF1 complex
PF17846,1,2,1,Xrn1 helical domain
PF18129,1,1,1,Xrn1 SH3-like domain
PF18194,1,1,1,Exoribonuclease 1 Domain-3
PF18332,1,1,1,Exoribonuclease Xrn1 D1 domain
PF18334,1,1,1,Exoribonuclease Xrn1 D2/D3 domain
PF01227,1,1,1,GTP cyclohydrolase I
PF01894,1,1,1,Uncharacterised protein family UPF0047
PF10175,1,0,1,M-phase phosphoprotein 6
PF10276,1,1,1,Zinc-finger domain
PF16187,1,1,1,Middle or third domain of peptidase_M16
PF13869,1,1,1,Nucleotide hydrolase
PF01121,1,0,1,Dephospho-CoA kinase
PF02219,2,2,2,Methylenetetrahydrofolate reductase
PF12436,1,1,1,ICP0-binding domain of Ubiquitin-specific protease 7
PF14533,1,1,1,Ubiquitin-specific protease C-terminal
PF02626,1,1,1,"Carboxyltransferase domain, subdomain A and B"
PF02682,1,1,1,"Carboxyltransferase domain, subdomain C and D"
PF03746,1,1,1,LamB/YcsF family
PF19291,1,0,0,"Trehalase-like, N-terminal"
PF07571,1,1,1,TAF6 C-terminal HEAT repeat domain
PF03060,2,9,3,Nitronate monooxygenase
PF01205,1,2,2,Uncharacterized protein family UPF0029
PF12719,1,0,1,"Nuclear condensing complex subunits, C-term domain"
PF06094,2,1,2,"Gamma-glutamyl cyclotransferase, AIG2-like"
PF02386,1,2,2,Cation transport protein
PF07928,1,1,1,Vps54-like protein
PF13625,1,1,1,Helicase conserved C-terminal domain
PF16203,1,1,1,ERCC3/RAD25/XPB C-terminal helicase
PF09742,1,1,0,Dyggve-Melchior-Clausen syndrome protein
PF12722,1,1,0,High-temperature-induced dauer-formation protein
PF01245,1,1,1,Ribosomal protein L19
PF01536,1,1,1,Adenosylmethionine decarboxylase
PF04979,1,1,1,Protein phosphatase inhibitor 2 (IPP-2)
PF13243,1,1,1,Squalene-hopene cyclase C-terminal domain
PF08605,1,0,1,Fungal Rad9-like Rad53-binding
PF08772,1,1,1,Nin one binding (NOB1) Zn-ribbon like
PF17146,1,1,1,PIN domain of ribonuclease
PF02833,1,1,1,DHHA2 domain
PF09177,1,1,1,"Syntaxin 6, N-terminal"
PF13679,1,1,1,Methyltransferase domain
PF07890,1,1,1,Rrp15p
PF00448,2,2,2,"SRP54-type protein, GTPase domain"
PF02881,2,2,2,"SRP54-type protein, helical bundle domain"
PF04229,1,2,0,GrpB protein
PF05002,1,0,0,SGS domain
PF02540,1,2,1,NAD synthase
PF07721,1,6,3,Tetratricopeptide repeat
PF11931,1,1,1,SF3a60/Prp9 C-terminal
PF12108,1,1,1,Splicing factor SF3a60 binding domain
PF16837,1,1,1,"Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9"
PF13257,1,1,1,Domain of unknown function (DUF4048)
PF10306,1,1,1,Hypothetical protein FLILHELTA
PF16886,1,1,1,ATPsynthase alpha/beta subunit N-term extension
PF08618,1,0,0,Transcription factor Opi1
PF00641,1,2,1,Zn-finger in Ran binding protein and others
PF01016,1,2,1,Ribosomal L27 protein
PF00334,1,1,1,Nucleoside diphosphate kinase
PF03803,1,1,1,Scramblase
PF03815,1,2,1,LCCL domain
PF00749,3,4,1,"tRNA synthetases class I (E and Q), catalytic domain"
PF03950,2,1,2,"tRNA synthetases class I (E and Q), anti-codon binding domain"
PF09296,1,2,1,NADH pyrophosphatase-like rudimentary NUDIX domain
PF06148,1,0,1,"COG (conserved oligomeric Golgi) complex component, COG2"
PF20175,1,1,1,Tra1 HEAT repeat central region
PF20206,1,1,1,Tra1 HEAT repeat ring region
PF02284,1,1,1,Cytochrome c oxidase subunit Va
PF01151,2,2,2,GNS1/SUR4 family
PF01603,1,1,1,Protein phosphatase 2A regulatory B subunit (B56 family)
PF09734,1,1,1,RNA polymerase III transcription factor (TF)IIIC subunit HTH domain
PF17682,1,1,0,Tau95 Triple barrel domain
PF13507,1,1,1,CobB/CobQ-like glutamine amidotransferase domain
PF18072,1,1,1,Formylglycinamide ribonucleotide amidotransferase linker domain
PF18076,1,1,1,Formylglycinamide ribonucleotide amidotransferase N-terminal
PF02223,1,1,1,Thymidylate kinase
PF01702,2,2,2,Queuine tRNA-ribosyltransferase
PF01717,2,5,5,"Cobalamin-independent synthase, Catalytic domain"
PF08323,1,1,1,Starch synthase catalytic domain
PF15932,1,1,1,Domain of unknown function (DUF4748)
PF03517,1,1,0,Regulator of volume decrease after cellular swelling
PF08214,1,1,0,Histone acetylation protein
PF12253,1,1,1,Chromatin assembly factor 1 subunit A
PF01400,1,1,0,Astacin (Peptidase family M12A)
PF13948,1,0,0,Domain of unknown function (DUF4215)
PF04049,1,1,1,Anaphase promoting complex subunit 8 / Cdc23
PF01127,1,1,1,Succinate dehydrogenase/Fumarate reductase transmembrane subunit
PF01406,1,0,1,tRNA synthetases class I (C) catalytic domain
PF08059,1,1,1,SEP domain
PF00186,1,0,1,Dihydrofolate reductase
PF06179,1,1,1,Surfeit locus protein 5 subunit 22 of Mediator complex
PF02110,1,1,1,Hydroxyethylthiazole kinase family
PF02581,1,1,0,Thiamine monophosphate synthase
PF01780,1,1,1,Ribosomal L37ae protein family
PF04802,1,1,1,Phosphatase 4 regulatory subunit 3
PF06027,1,1,1,Solute carrier family 35
PF10190,1,1,0,Putative transmembrane protein 170
PF15411,2,1,2,Pleckstrin homology domain
PF05764,1,0,1,YL1 nuclear protein
PF00762,1,2,1,Ferrochelatase
PF02735,2,2,2,Ku70/Ku80 beta-barrel domain
PF03730,1,1,1,Ku70/Ku80 C-terminal arm
PF03731,2,2,2,Ku70/Ku80 N-terminal alpha/beta domain
PF01012,2,2,2,Electron transfer flavoprotein domain
PF00871,1,2,1,Acetokinase family
PF14658,1,1,1,EF-hand domain
PF11735,1,2,1,Cryptococcal mannosyltransferase 1
PF17124,1,1,1,ThiJ/PfpI family-like
PF03371,1,0,1,PRP38 family
PF06418,1,1,1,CTP synthase N-terminus
PF07722,1,3,1,Peptidase C26
PF08491,1,1,1,Squalene epoxidase
PF08174,1,0,1,Cell division protein anillin
PF00920,2,3,4,Dehydratase family
PF00703,2,8,2,Glycosyl hydrolases family 2
PF02836,1,3,1,"Glycosyl hydrolases family 2, TIM barrel domain"
PF02837,1,4,1,"Glycosyl hydrolases family 2, sugar binding domain"
PF02929,1,1,1,Beta galactosidase small chain
PF16353,1,1,1,"Beta-galactosidase, domain 4"
PF09745,1,1,1,"Nuclear speckle splicing regulatory protein 1, N-terminal"
PF00560,1,1,0,Leucine Rich Repeat
PF12799,2,1,3,Leucine Rich repeats (2 copies)
PF08953,1,1,0,Domain of unknown function (DUF1899)
PF16300,1,1,1,Type of WD40 repeat
PF04140,1,3,1,Isoprenylcysteine carboxyl methyltransferase (ICMT) family
PF08313,2,1,2,"SCA7, zinc-binding domain"
PF20168,1,1,1,Sister chromatid cohesion protein PDS5 protein
PF01331,1,1,1,"mRNA capping enzyme, catalytic domain"
PF03919,1,1,1,"mRNA capping enzyme, C-terminal domain"
PF03981,1,1,1,Ubiquinol-cytochrome C chaperone
PF03824,1,1,1,High-affinity nickel-transport protein
PF12855,1,2,1,ECL1/2/3 zinc binding proteins
PF01282,1,1,1,Ribosomal protein S24e
PF07726,1,2,1,ATPase family associated with various cellular activities (AAA)
PF17865,1,1,1,Midasin AAA lid domain
PF17867,2,1,1,Midasin AAA lid domain
PF00542,1,2,1,Ribosomal protein L7/L12 C-terminal domain
PF16320,1,2,1,Ribosomal protein L7/L12 dimerisation domain
PF03807,6,9,4,NADP oxidoreductase coenzyme F420-dependent
PF14748,2,3,2,Pyrroline-5-carboxylate reductase dimerisation
PF12243,1,1,1,CTD kinase subunit gamma CTK3
PF12350,1,1,1,CTD kinase subunit gamma CTK3 C-terminus
PF05536,1,0,0,Neurochondrin
PF10394,1,1,1,Histone acetyl transferase HAT1 N-terminus
PF14033,1,0,0,Protein of unknown function (DUF4246)
PF03370,1,1,1,Carbohydrate/starch-binding module (family 21)
PF16760,1,1,1,Starch/carbohydrate-binding module (family 53)
PF10645,2,0,1,Carbohydrate binding
PF00456,3,4,2,"Transketolase, thiamine diphosphate binding domain"
PF13292,1,3,1,1-deoxy-D-xylulose-5-phosphate synthase
PF11788,1,1,0,39S mitochondrial ribosomal protein L46
PF10235,1,0,1,Microtubule-associated protein CRIPT
PF16212,3,3,4,Phospholipid-translocating P-type ATPase C-terminal
PF03911,1,1,1,Sec61beta family
PF03987,2,1,2,"Autophagocytosis associated protein, active-site domain"
PF17833,1,0,0,UPF0113 Pre-PUA domain
PF07540,1,0,1,Nucleolar complex-associated protein
PF08297,1,0,0,U3 snoRNA associated
PF03660,1,0,0,PHF5-like protein
PF04696,1,1,1,pinin/SDK/memA/ protein conserved region
PF14792,1,1,2,DNA polymerase beta palm
PF03155,1,0,1,"ALG6, ALG8 glycosyltransferase family"
PF02791,1,0,1,DDT domain
PF10537,1,0,1,ATP-utilising chromatin assembly and remodelling N-terminal
PF15613,1,1,1,"Williams-Beuren syndrome DDT (WSD), D-TOX E motif"
PF12030,1,1,1,Domain of unknown function (DUF3517)
PF08492,1,1,1,SRP72 RNA-binding domain
PF17004,1,1,1,Putative TPR-like repeat
PF06246,1,1,1,Isy1-like splicing family
PF15906,1,0,0,Zinc-finger of nitric oxide synthase-interacting protein
PF01223,1,1,1,DNA/RNA non-specific endonuclease
PF18483,1,0,0,Bacterial lectin
PF02002,1,1,1,TFIIE alpha subunit
PF18826,1,1,1,Bacteroidetes VLRF1 release factor
PF06337,1,1,1,DUSP domain
PF10257,1,1,1,Retinoic acid induced 16-like protein
PF08574,1,0,1,Transcription factor Iwr1
PF01733,1,1,1,Nucleoside transporter
PF08612,1,1,0,TATA-binding related factor (TRF) of subunit 20 of Mediator complex
PF16016,2,2,2,VAD1 Analog of StAR-related lipid transfer domain
PF03619,1,6,1,Organic solute transporter Ostalpha
PF00955,1,0,1,HCO3- transporter family
PF02150,1,1,2,RNA polymerases M/15 Kd subunit
PF10253,1,0,1,"Mitotic checkpoint regulator, MAD2B-interacting"
PF16978,1,1,1,"SAPK-interacting protein 1 (Sin1), middle CRIM domain"
PF16979,1,1,1,"SAPK-interacting protein 1 (Sin1), Pleckstrin-homology"
PF14518,1,0,1,Iron-containing redox enzyme
PF12006,1,2,1,Protein of unknown function (DUF3500)
PF08743,1,1,1,Nse4 C-terminal
PF15412,1,1,1,Binding domain of Nse4/EID3 to Nse3-MAGE
PF10382,1,1,1,Protein of unknown function (DUF2439)
PF04889,1,1,1,Cwf15/Cwc15 cell cycle control protein
PF03725,1,1,1,"3' exoribonuclease family, domain 2"
PF00165,1,2,0,"Bacterial regulatory helix-turn-helix proteins, AraC family"
PF09414,1,1,1,RNA ligase
PF11411,1,0,0,DNA ligase IV
PF08614,1,1,1,Autophagy protein 16 (ATG16)
PF18323,1,1,1,Cop9 signalosome subunit 5 C-terminal domain
PF02734,3,4,4,DAK2 domain
PF12921,1,1,1,Mitochondrial ATPase expression
PF08568,1,1,1,"Uncharacterised protein family, YAP/Alf4/glomulin"
PF08538,1,1,1,Protein of unknown function (DUF1749)
PF01975,2,2,2,Survival protein SurE
PF04281,1,1,1,Mitochondrial import receptor subunit Tom22
PF08433,1,1,1,Chromatin associated protein KTI12
PF08661,1,1,0,Replication factor A protein 3
PF07780,1,1,1,Spb1 C-terminal domain
PF11861,1,1,1,Domain of unknown function (DUF3381)
PF03856,1,1,1,Beta-glucosidase (SUN family)
PF14204,1,1,1,Ribosomal L18 C-terminal region
PF17144,1,1,1,"Ribosomal large subunit proteins 60S L5, and 50S L18"
PF17284,1,1,1,Spermidine synthase tetramerisation domain
PF04733,1,1,0,Coatomer epsilon subunit
PF00255,1,2,1,Glutathione peroxidase
PF10155,1,0,0,CCR4-NOT transcription complex subunit 11
PF00476,1,1,1,DNA polymerase family A
PF18136,1,1,1,DNA mitochondrial polymerase exonuclease domain
PF13850,1,2,2,Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
PF06087,1,2,1,Tyrosyl-DNA phosphodiesterase
PF15377,1,1,1,Domain of unknown function (DUF4604)
PF09174,1,1,1,Maf1 regulator
PF02116,1,1,1,Fungal pheromone mating factor STE2 GPCR
PF01715,1,2,0,IPP transferase
PF02560,1,0,1,Cyanate lyase C-terminal domain
PF09341,1,1,1,Transcription factor Pcc1
PF13093,1,1,0,"Kinetochore complex Fta4 of Sim4 subunit, or CENP-50"
PF07039,1,1,1,SGF29 tudor-like domain
PF20512,1,1,1,"Phosphomannose isomerase type I, helical insertion domain"
PF01501,2,3,3,Glycosyl transferase family 8
PF06991,1,1,1,Microfibril-associated/Pre-mRNA processing
PF10644,2,1,1,Misato Segment II tubulin-like domain
PF04383,1,0,1,KilA-N domain
PF05291,1,0,1,Bystin
PF10293,1,1,1,Domain of unknown function (DUF2405)
PF10305,1,1,1,RNA pol II promoter Fmp27 protein domain
PF10344,1,1,1,Mitochondrial protein from FMP27
PF10347,1,1,1,RNA pol II promoter Fmp27 protein domain
PF10351,1,1,1,Golgi-body localisation protein domain
PF10359,1,1,1,RNA pol II promoter Fmp27 protein domain
PF06772,2,4,1,Bacterial low temperature requirement A protein (LtrA)
PF11374,1,11,3,Protein of unknown function (DUF3176)
PF06041,1,1,0,Bacterial protein of unknown function (DUF924)
PF01200,1,1,1,Ribosomal protein S28e
PF18378,1,1,1,Nuclear pore protein NUP188 C-terminal domain
PF00218,1,1,1,Indole-3-glycerol phosphate synthase
PF00697,1,1,1,N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF08213,1,1,0,"Mitochondrial mRNA-processing protein COX24, C-terminal"
PF01042,2,5,4,Endoribonuclease L-PSP
PF08438,1,1,1,GTPase of unknown function C-terminal
PF01513,2,3,3,ATP-NAD kinase N-terminal domain
PF01231,1,5,2,"Indoleamine 2,3-dioxygenase"
PF05532,1,1,0,CsbD-like
PF09427,1,1,1,Domain of unknown function (DUF2014)
PF12829,1,1,1,Transcriptional regulation of mitochondrial recombination
PF00633,2,1,1,Helix-hairpin-helix motif
PF00580,1,1,1,UvrD/REP helicase N-terminal domain
PF08555,1,1,1,FAM32A
PF09420,2,1,1,Ribosome biogenesis protein Nop16
PF17801,2,1,3,Alpha galactosidase C-terminal beta sandwich domain
